date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:29:12	1276/1276	---M-Z	200	added ('OK')	text/plain	etag:%2293d0bf1ed9daec6b7477c2d96fc77be4%22	https://www.amazon.com/robots.txt		(from )
08:29:13	563629/563629	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:29:12%20GMT	https://www.amazon.com/	C:/My%20Web%20Sites/sd/www.amazon.com/index.html	(from )
08:29:14	421755/421755	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2008%20Jul%202024%2005:29:14%20GMT	https://www.amazon.com/service-worker.js	C:/My%20Web%20Sites/sd/www.amazon.com/service-worker.js	(from https://www.amazon.com/)
08:29:14	196224/196224	---M-Z	200	added ('OK')	text/css	date:Thu,%2004%20Jun%202020%2016:54:02%20GMT	https://m.media-amazon.com/images/I/11EIQ5IGqaL._RC|01e5ncglxyL.css,01lF2n-pPaL.css,41SwWPpN5yL.css,31+Z83i6adL.css,01IWMurvs8L.css,01ToTiqCP7L.css,01qPl4hxayL.css,01ITNc8rK9L.css,413Vvv3GONL.css,11TIuySqr6L.css,01Rw4F+QU6L.css,11j54vTBQxL.css,01pbKJp5dbL.css,01IdKcBuAdL.css,01y-XAlI+2L.css,213SZJ8Z+PL.css,01oDR3IULNL.css,51qPa7JG96L.css,01XPHJk60-L.css,01dmkcyJuIL.css,01B9+-hVWxL.css,21Ol27dM9tL.css,11JRZ3s9niL.css,21wA+jAxKjL.css,11U8GXfhueL.css,01CFUgsA-YL.css,316CD+csp-L.css,116t+WD27UL.css,11uWFHlOmWL.css,11v8YDG4ifL.css,11otOAnaYoL.css,01FwL+mJQOL.css,11NDsgnHEZL.css,21RE+gQIxcL.css,11CLXYZ6DRL.css,012f1fcyibL.css,21w-O41p+SL.css,11XH+76vMZL.css,11hvENnYNUL.css,11FRI-QT39L.css,01890+Vwk8L.css,01864Lq457L.css,01cbS3UK11L.css,21F85am0yFL.css,01ySiGRmxlL.css,016Sx2kF1+L.css_.css?AUIClients/AmazonUI	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/11EIQ5IGqaL._RC_01e5ncglxyL.css,01lF2n-pPaL.css,41SwWPpN5yL.css,31+Z83i6adL.css,01IWMurvs8L.css,01ToTiqCP7L.css,01qPl4hxayL.css,01ITNc8rK9L.css,413Vvv3GONL.css,11TIuySqr6L.css,01Rw4F+QU6L.c	(from https://www.amazon.com/)
08:29:14	1684/1684	---M-Z	404	error ('Not%20Found')	text/html	etag:%22694-61796b2966d40-gzip%22	https://www.amazon.com/@c/	C:/My%20Web%20Sites/sd/www.amazon.com/@c/index.html	(from https://www.amazon.com/)
08:29:14	93236/93236	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2001%20May%202024%2019:42:09%20GMT	https://m.media-amazon.com/images/I/61xJcNKKLXL.js?AUIClients/AmazonUIjQuery	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/61xJcNKKLXLdce7.js	(from https://www.amazon.com/)
08:29:15	1684/1684	---M-Z	404	error ('Not%20Found')	text/html	etag:%22694-61796b2966d40-gzip%22	https://www.amazon.com/@m/	C:/My%20Web%20Sites/sd/www.amazon.com/@m/index.html	(from https://www.amazon.com/)
08:29:15	1684/1684	---M-Z	404	error ('Not%20Found')	text/html	etag:%22694-61796b2966d40-gzip%22	https://www.amazon.com/sp.load.js	C:/My%20Web%20Sites/sd/www.amazon.com/sp.load.js	(from https://www.amazon.com/)
08:29:15	1684/1684	---M-Z	404	error ('Not%20Found')	text/html	etag:%22694-61796b2966d40-gzip%22	https://www.amazon.com/@p/	C:/My%20Web%20Sites/sd/www.amazon.com/@p/index.html	(from https://www.amazon.com/)
08:29:15	52976/52976	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2027%20Dec%202023%2003:11:14%20GMT	https://m.media-amazon.com/images/I/51BqsgbDI7L.js?AUIClients/CardJsRuntimeBuzzCopyBuild	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/51BqsgbDI7L4221.js	(from https://www.amazon.com/)
08:29:15	14256/14256	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Jun%202023%2022:09:04%20GMT	https://m.media-amazon.com/images/G/01/gno/sprites/nav-sprite-global-1x-reorg-privacy._CB587940754_.png	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/G/01/gno/sprites/nav-sprite-global-1x-reorg-privacy._CB587940754_.png	(from https://www.amazon.com/)
08:29:16	1698/1698	---M--	200	added ('OK')	image/gif	date:Fri,%2028%20May%202010%2022:22:17%20GMT	https://m.media-amazon.com/images/G/01/javascripts/lib/popover/images/snake._CB485935611_.gif	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/G/01/javascripts/lib/popover/images/snake._CB485935611_.gif	(from https://www.amazon.com/)
08:29:16	3565/3565	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Mar%202016%2017:43:24%20GMT	https://m.media-amazon.com/images/G/01/gno/sprites/timeline_sprite_1x._CB485945973_.png	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/G/01/gno/sprites/timeline_sprite_1x._CB485945973_.png	(from https://www.amazon.com/)
08:29:17	18042/18042	---M-Z	200	added ('OK')	text/css	date:Tue,%2022%20Nov%202022%2001:52:16%20GMT	https://images-na.ssl-images-amazon.com/images/I/4171sdbgqbL.css?AUIClients/AmazonGatewayAuiAssets	C:/My%20Web%20Sites/sd/images-na.ssl-images-amazon.com/images/I/4171sdbgqbL6243.css	(from https://www.amazon.com/)
08:29:17	372771/372771	---MCZ	200	added ('OK')	text/css	date:Tue,%2029%20Aug%202023%2018:22:47%20GMT	https://images-na.ssl-images-amazon.com/images/I/41-WpIOxHtL._RC|71P5VoG2PwL.css,415rb7zC-GL.css,11GB7tDtz6L.css,11cb452ZkFL.css,31MqpFX13CL.css,31YZpDCYJPL.css,21pkK7OQMnL.css,41yQj5y2obL.css,110Nj+wUGYL.css,31OvHRW+XiL.css,01R53xsjpjL.css,11EKggV-DlL.css,41yKpEQVJkL.css,11qTzxZ0Y5L.css_.css?AUIClients/NavDesktopUberAsset&xKAwfiKp	C:/My%20Web%20Sites/sd/images-na.ssl-images-amazon.com/images/I/41-WpIOxHtL._RC_71P5VoG2PwL.css,415rb7zC-GL.css,11GB7tDtz6L.css,11cb452ZkFL.css,31MqpFX13CL.css,31YZpDCYJPL.css,21pkK7OQMnL.css,41yQj5y2obL.css,110Nj+wUGYL.css,31OvHRW+XiL.css,	(from https://www.amazon.com/)
08:29:17	676/676	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2008%20May%202019%2022:01:27%20GMT	https://images-na.ssl-images-amazon.com/images/I/01rGP6HIADL.js?AUIClients/GenericObservableJS	C:/My%20Web%20Sites/sd/images-na.ssl-images-amazon.com/images/I/01rGP6HIADL864b.js	(from https://www.amazon.com/)
08:29:17	26743/26743	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2022%20Nov%202022%2019:56:01%20GMT	https://images-na.ssl-images-amazon.com/images/I/11y85pohsPL._RC|41JZmnaIUdL.js_.js?AUIClients/AmazonGatewayAuiAssets	C:/My%20Web%20Sites/sd/images-na.ssl-images-amazon.com/images/I/11y85pohsPL._RC_41JZmnaIUdL.js_6243.js	(from https://www.amazon.com/)
08:29:18	10158/10158	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2012%20Feb%202024%2022:08:10%20GMT	https://images-na.ssl-images-amazon.com/images/I/31IkFoRynML.js?AUIClients/AmazonGatewayHerotatorJS	C:/My%20Web%20Sites/sd/images-na.ssl-images-amazon.com/images/I/31IkFoRynML3d57.js	(from https://www.amazon.com/)
08:29:18	17542/17542	---M-Z	200	added ('OK')	image/x-icon	etag:%224486-490c87c5a6340%22	https://www.amazon.com/favicon.ico	C:/My%20Web%20Sites/sd/www.amazon.com/favicon.ico	(from https://www.amazon.com/)
08:29:18	554829/554829	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2008%20Mar%202024%2009:32:00%20GMT	https://images-na.ssl-images-amazon.com/images/I/91dn5m6T1dL.js?AUIClients/VideoJsCardsBuzz	C:/My%20Web%20Sites/sd/images-na.ssl-images-amazon.com/images/I/91dn5m6T1dLc8cc.js	(from https://www.amazon.com/)
08:29:18	1684/1684	---M-Z	404	error ('Not%20Found')	text/html	etag:%22694-61796b2966d40-gzip%22	https://www.amazon.com/$entities.set	C:/My%20Web%20Sites/sd/www.amazon.com/$entities.set	(from https://www.amazon.com/)
08:29:19	1684/1684	---M-Z	404	error ('Not%20Found')	text/html	etag:%22694-61796b2966d40-gzip%22	https://www.amazon.com/POST	C:/My%20Web%20Sites/sd/www.amazon.com/POST	(from https://www.amazon.com/)
08:29:19	43/43	---M--	200	added ('OK')	image/gif	date:Fri,%2012%20Sep%202008%2010:11:34%20GMT	https://m.media-amazon.com/images/G/01/x-locale/common/transparent-pixel._CB485935036_.gif	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/G/01/x-locale/common/transparent-pixel._CB485935036_.gif	(from https://www.amazon.com/)
08:29:20	211346/211346	---M-Z	200	added ('OK')	text/html	etag:%2233992-61cb5af240218-gzip%22	https://www.amazon.com/ref=nav_logo	C:/My%20Web%20Sites/sd/www.amazon.com/ref=nav_logo.html	(from https://www.amazon.com/)
08:29:21	1889109/1889109	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:29:20%20GMT	https://www.amazon.com/customer-preferences/edit?ie=UTF8&preferencesReturnUrl=%2F&ref_=topnav_lang_ais	C:/My%20Web%20Sites/sd/www.amazon.com/customer-preferences/edit2221.html	(from https://www.amazon.com/)
08:29:22	116607/116607	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:29:21%20GMT	https://www.amazon.com/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.amazon.com%2F%3F_encoding%3DUTF8%26ref_%3Dnav_ya_signin&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0	C:/My%20Web%20Sites/sd/www.amazon.com/ap/signine662.html	(from https://www.amazon.com/)
08:29:22	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2008%20Jul%202024%2005:29:22%20GMT	https://www.amazon.com/gp/css/order-history?ref_=nav_orders_first	C:/My%20Web%20Sites/sd/www.amazon.com/gp/css/order-history.154328.delayed	(from https://www.amazon.com/)
08:29:23	116845/116845	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:29:22%20GMT	https://www.amazon.com/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fyour-orders%2Forders%3F_encoding%3DUTF8%26ref_%3Dnav_orders_first&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=amzn_retail_yourorders_us&openid.mode=checkid_setup&language=en_US&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0	C:/My%20Web%20Sites/sd/www.amazon.com/ap/signinfd87.html	(from https://www.amazon.com/)
08:29:24	413499/413499	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:29:23%20GMT	https://www.amazon.com/gp/cart/view.html?ref_=nav_cart	C:/My%20Web%20Sites/sd/www.amazon.com/gp/cart/view4fae.html	(from https://www.amazon.com/)
08:29:24	99031/99031	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Jul%202024%2005:29:24%20GMT	https://www.amazon.com/gp/site-directory?ref_=nav_em_js_disabled	C:/My%20Web%20Sites/sd/www.amazon.com/gp/site-directory.184a22.delayed	(from https://www.amazon.com/)
08:29:26	776577/776577	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:29:25%20GMT	https://www.amazon.com/gp/goldbox?ref_=nav_cs_gb	C:/My%20Web%20Sites/sd/www.amazon.com/gp/goldboxd89c.html	(from https://www.amazon.com/)
08:29:27	297409/297409	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:29:27%20GMT	https://www.amazon.com/gp/help/customer/display.html?nodeId=508510&ref_=nav_cs_customerservice	C:/My%20Web%20Sites/sd/www.amazon.com/gp/help/customer/display27ca.html	(from https://www.amazon.com/)
08:29:28	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jul%202024%2005:29:27%20GMT	https://www.amazon.com/gp/browse.html?node=16115931011&ref_=nav_cs_registry	C:/My%20Web%20Sites/sd/www.amazon.com/gp/browse.1b9c2e.delayed	(from https://www.amazon.com/)
08:29:28	334739/334739	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:29:28%20GMT	https://www.amazon.com/registries?ref_=nav_cs_registry&ref_=nav_cs_registry	C:/My%20Web%20Sites/sd/www.amazon.com/registries901e.html	(from https://www.amazon.com/)
08:29:29	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2008%20Jul%202024%2005:29:29%20GMT	https://www.amazon.com/gp/help/customer/accessibility	C:/My%20Web%20Sites/sd/www.amazon.com/gp/help/customer/accessibility.1d.delayed	(from https://www.amazon.com/)
08:29:29	116745/116745	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:29:29%20GMT	https://www.amazon.com/ap/signin?openid.pape.max_auth_age=3600&openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fhz%2Fcontact-us%2Faccessibility&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=amzn_contactus_desktop_us&openid.mode=checkid_setup&language=en_US&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&pageId=login&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0	C:/My%20Web%20Sites/sd/www.amazon.com/ap/signin149e.html	(from https://www.amazon.com/)
08:29:30	398677/398677	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:29:29%20GMT	https://www.amazon.com/b/?_encoding=UTF8&ld=AZUSSOA-sell&node=12766669011&ref_=nav_cs_sell	C:/My%20Web%20Sites/sd/www.amazon.com/b/indexa5f9.html	(from https://www.amazon.com/)
08:29:30	386292/386292	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:29:29%20GMT	https://www.amazon.com/gift-cards/b/?ie=UTF8&node=2238192011&ref_=nav_cs_gc	C:/My%20Web%20Sites/sd/www.amazon.com/gift-cards/b/indexb407.html	(from https://www.amazon.com/)
08:29:31	33643/33643	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Mar%202020%2020:01:59%20GMT	https://m.media-amazon.com/images/I/51MOOi-GueL._SX1500_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/51MOOi-GueL._SX1500_.jpg	(from https://www.amazon.com/)
08:29:31	4168/4168	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Jun%202021%2016:25:30%20GMT	https://images-na.ssl-images-amazon.com/images/G/01/AmazonExports/Fuji/2021/June/Fuji_Quad_Headset_1x._SY116_CB667159060_.jpg	C:/My%20Web%20Sites/sd/images-na.ssl-images-amazon.com/images/G/01/AmazonExports/Fuji/2021/June/Fuji_Quad_Headset_1x._SY116_CB667159060_.jpg	(from https://www.amazon.com/)
08:29:31	240726/240726	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:29:31%20GMT	https://www.amazon.com/b/ref=AE_EN_Hero_ShipATW/?_encoding=UTF8&node=20338496011&pd_rd_w=a9NvJ&content-id=amzn1.sym.39f0ed2f-a227-46d7-9c50-2a7bf89ee026&pf_rd_p=39f0ed2f-a227-46d7-9c50-2a7bf89ee026&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=qsfjn&pd_rd_r=61889932-1f4d-47fd-b326-a1576e85f128&ref_=pd_hp_d_hero_unk	C:/My%20Web%20Sites/sd/www.amazon.com/b/ref=AE_EN_Hero_ShipATW/index94a1.html	(from https://www.amazon.com/)
08:29:31	4588/4588	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Jun%202021%2016:25:31%20GMT	https://images-na.ssl-images-amazon.com/images/G/01/AmazonExports/Fuji/2021/June/Fuji_Quad_Keyboard_1x._SY116_CB667159063_.jpg	C:/My%20Web%20Sites/sd/images-na.ssl-images-amazon.com/images/G/01/AmazonExports/Fuji/2021/June/Fuji_Quad_Keyboard_1x._SY116_CB667159063_.jpg	(from https://www.amazon.com/)
08:29:32	2545/2545	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Jun%202021%2016:25:31%20GMT	https://images-na.ssl-images-amazon.com/images/G/01/AmazonExports/Fuji/2021/June/Fuji_Quad_Mouse_1x._SY116_CB667159063_.jpg	C:/My%20Web%20Sites/sd/images-na.ssl-images-amazon.com/images/G/01/AmazonExports/Fuji/2021/June/Fuji_Quad_Mouse_1x._SY116_CB667159063_.jpg	(from https://www.amazon.com/)
08:29:32	2430/2430	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Jun%202021%2016:25:30%20GMT	https://images-na.ssl-images-amazon.com/images/G/01/AmazonExports/Fuji/2021/June/Fuji_Quad_Chair_1x._SY116_CB667159060_.jpg	C:/My%20Web%20Sites/sd/images-na.ssl-images-amazon.com/images/G/01/AmazonExports/Fuji/2021/June/Fuji_Quad_Chair_1x._SY116_CB667159060_.jpg	(from https://www.amazon.com/)
08:29:32	5401/5401	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2000:44:47%20GMT	https://images-na.ssl-images-amazon.com/images/G/01/AMAZON_FASHION/2022/SITE_FLIPS/SPR_22/GW/DQC/DQC_APR_TBYB_W_BOTTOMS_1x._SY116_CB624172947_.jpg	C:/My%20Web%20Sites/sd/images-na.ssl-images-amazon.com/images/G/01/AMAZON_FASHION/2022/SITE_FLIPS/SPR_22/GW/DQC/DQC_APR_TBYB_W_BOTTOMS_1x._SY116_CB624172947_.jpg	(from https://www.amazon.com/)
08:29:33	875082/875082	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:29:32%20GMT	https://www.amazon.com/s/?_encoding=UTF8&k=gaming%20headsets&ref=nb_sb_noss_2&pd_rd_w=Z6ORH&content-id=amzn1.sym.12129333-2117-4490-9c17-6d31baf0582a&pf_rd_p=12129333-2117-4490-9c17-6d31baf0582a&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=vsmu6&pd_rd_r=35f8b789-01fc-4cd1-af10-b49580b711ea&ref_=pd_hp_d_atf_unk	C:/My%20Web%20Sites/sd/www.amazon.com/s/indexf370.html	(from https://www.amazon.com/)
08:29:33	744852/744852	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:29:32%20GMT	https://www.amazon.com/s/?_encoding=UTF8&k=gaming%20keyboard&ref=nb_sb_noss_1&pd_rd_w=Z6ORH&content-id=amzn1.sym.12129333-2117-4490-9c17-6d31baf0582a&pf_rd_p=12129333-2117-4490-9c17-6d31baf0582a&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=vsmu6&pd_rd_r=35f8b789-01fc-4cd1-af10-b49580b711ea&ref_=pd_hp_d_atf_unk	C:/My%20Web%20Sites/sd/www.amazon.com/s/indexeb65.html	(from https://www.amazon.com/)
08:29:34	5531/5531	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Apr%202022%2021:56:05%20GMT	https://images-na.ssl-images-amazon.com/images/G/01/AMAZON_FASHION/2022/SITE_FLIPS/SPR_22/GW/DQC/DQC_APR_TBYB_W_TOPS_1x._SY116_CB623353881_.jpg	C:/My%20Web%20Sites/sd/images-na.ssl-images-amazon.com/images/G/01/AMAZON_FASHION/2022/SITE_FLIPS/SPR_22/GW/DQC/DQC_APR_TBYB_W_TOPS_1x._SY116_CB623353881_.jpg	(from https://www.amazon.com/)
08:29:34	920695/920695	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:29:33%20GMT	https://www.amazon.com/s/?_encoding=UTF8&k=gaming%20mouse&ref=nb_sb_noss_2&pd_rd_w=Z6ORH&content-id=amzn1.sym.12129333-2117-4490-9c17-6d31baf0582a&pf_rd_p=12129333-2117-4490-9c17-6d31baf0582a&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=vsmu6&pd_rd_r=35f8b789-01fc-4cd1-af10-b49580b711ea&ref_=pd_hp_d_atf_unk	C:/My%20Web%20Sites/sd/www.amazon.com/s/indexb576.html	(from https://www.amazon.com/)
08:29:35	281880/281880	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:29:34%20GMT	https://www.amazon.com/b/?_encoding=UTF8&node=23508887011&pd_rd_w=Z6ORH&content-id=amzn1.sym.12129333-2117-4490-9c17-6d31baf0582a&pf_rd_p=12129333-2117-4490-9c17-6d31baf0582a&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=vsmu6&pd_rd_r=35f8b789-01fc-4cd1-af10-b49580b711ea&ref_=pd_hp_d_atf_unk	C:/My%20Web%20Sites/sd/www.amazon.com/b/index26d2.html	(from https://www.amazon.com/)
08:29:36	1571371/1571371	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:29:34%20GMT	https://www.amazon.com/s/?_encoding=UTF8&k=gaming%20chairs&ref=nb_sb_noss&pd_rd_w=Z6ORH&content-id=amzn1.sym.12129333-2117-4490-9c17-6d31baf0582a&pf_rd_p=12129333-2117-4490-9c17-6d31baf0582a&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=vsmu6&pd_rd_r=35f8b789-01fc-4cd1-af10-b49580b711ea&ref_=pd_hp_d_atf_unk	C:/My%20Web%20Sites/sd/www.amazon.com/s/index9d46.html	(from https://www.amazon.com/)
08:29:36	5749/5749	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Apr%202022%2021:56:05%20GMT	https://images-na.ssl-images-amazon.com/images/G/01/AMAZON_FASHION/2022/SITE_FLIPS/SPR_22/GW/DQC/DQC_APR_TBYB_W_DRESSES_1x._SY116_CB623353881_.jpg	C:/My%20Web%20Sites/sd/images-na.ssl-images-amazon.com/images/G/01/AMAZON_FASHION/2022/SITE_FLIPS/SPR_22/GW/DQC/DQC_APR_TBYB_W_DRESSES_1x._SY116_CB623353881_.jpg	(from https://www.amazon.com/)
08:29:36	5182/5182	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2000:44:47%20GMT	https://images-na.ssl-images-amazon.com/images/G/01/AMAZON_FASHION/2022/SITE_FLIPS/SPR_22/GW/DQC/DQC_APR_TBYB_W_SHOES_1x._SY116_CB624172947_.jpg	C:/My%20Web%20Sites/sd/images-na.ssl-images-amazon.com/images/G/01/AMAZON_FASHION/2022/SITE_FLIPS/SPR_22/GW/DQC/DQC_APR_TBYB_W_SHOES_1x._SY116_CB624172947_.jpg	(from https://www.amazon.com/)
08:29:36	18039/18039	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Nov%202023%2015:05:30%20GMT	https://images-na.ssl-images-amazon.com/images/G/01/AmazonExports/Events/2023/EBF23/Fuji_Desktop_Single_image_EBF_1x_v1._SY304_CB573698005_.jpg	C:/My%20Web%20Sites/sd/images-na.ssl-images-amazon.com/images/G/01/AmazonExports/Events/2023/EBF23/Fuji_Desktop_Single_image_EBF_1x_v1._SY304_CB573698005_.jpg	(from https://www.amazon.com/)
08:29:37	5490/5490	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Dec%202022%2002:16:24%20GMT	https://images-na.ssl-images-amazon.com/images/G/01/launchpad/2023/Gateway/January/DesktopQuadCat_186x116_LP-HP_B08MYX5Q2W_01.23._SY116_CB619238939_.jpg	C:/My%20Web%20Sites/sd/images-na.ssl-images-amazon.com/images/G/01/launchpad/2023/Gateway/January/DesktopQuadCat_186x116_LP-HP_B08MYX5Q2W_01.23._SY116_CB619238939_.jpg	(from https://www.amazon.com/)
08:29:37	986542/986542	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:29:36%20GMT	https://www.amazon.com/s/?_encoding=UTF8&k=Jeans&rh=n%3A1040660%2Cn%3A1048188%2Cp_36%3A-5000&dc=&ds=v1%3AZrh2YeJ%2Bmo6tc5p1QJD9idnCpBDTF2pKNTUbGqlhFKk&crid=1TZCO6ZC2HZVA&qid=1684823801&rnid=2941120011&sprefix=jeans%2Caps%2C155&ref=sr_nr_n_4&pd_rd_w=Cha5z&content-id=amzn1.sym.56e14e61-447a-443b-9528-4b285fddeeac&pf_rd_p=56e14e61-447a-443b-9528-4b285fddeeac&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=vsmu6&pd_rd_r=35f8b789-01fc-4cd1-af10-b49580b711ea&ref_=pd_hp_d_atf_unk	C:/My%20Web%20Sites/sd/www.amazon.com/s/index891a.html	(from https://www.amazon.com/)
08:29:38	1091996/1091996	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:29:36%20GMT	https://www.amazon.com/s/?_encoding=UTF8&k=Tops&rh=p_36%3A-2500&crid=19AKO4YZK6ZPJ&qid=1684823853&rnid=2661611011&sprefix=tops%2Caps%2C250&ref=sr_nr_p_36_5&pd_rd_w=Cha5z&content-id=amzn1.sym.56e14e61-447a-443b-9528-4b285fddeeac&pf_rd_p=56e14e61-447a-443b-9528-4b285fddeeac&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=vsmu6&pd_rd_r=35f8b789-01fc-4cd1-af10-b49580b711ea&ref_=pd_hp_d_atf_unk	C:/My%20Web%20Sites/sd/www.amazon.com/s/indexcfa2.html	(from https://www.amazon.com/)
08:29:38	1170635/1170635	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:29:36%20GMT	https://www.amazon.com/s/?_encoding=UTF8&k=Dresses&rh=p_36%3A-3000&crid=Y67PJX929LXO&qid=1684823891&rnid=2661611011&sprefix=dresses%2Caps%2C149&ref=sr_nr_p_36_5&pd_rd_w=Cha5z&content-id=amzn1.sym.56e14e61-447a-443b-9528-4b285fddeeac&pf_rd_p=56e14e61-447a-443b-9528-4b285fddeeac&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=vsmu6&pd_rd_r=35f8b789-01fc-4cd1-af10-b49580b711ea&ref_=pd_hp_d_atf_unk	C:/My%20Web%20Sites/sd/www.amazon.com/s/indexfc7e.html	(from https://www.amazon.com/)
08:29:39	5141/5141	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Dec%202022%2002:16:24%20GMT	https://images-na.ssl-images-amazon.com/images/G/01/launchpad/2023/Gateway/January/DesktopQuadCat_186x116_home_B08RCCP3HV_01.23._SY116_CB619238939_.jpg	C:/My%20Web%20Sites/sd/images-na.ssl-images-amazon.com/images/G/01/launchpad/2023/Gateway/January/DesktopQuadCat_186x116_home_B08RCCP3HV_01.23._SY116_CB619238939_.jpg	(from https://www.amazon.com/)
